"Apps","Mins","Mins.Gm","Height","Weight","Age","Av.Rat","Gls","Gls.90","Shot..","xG","Ch.C.90","Asts.90","K.Ps.90","Pas..","Cr.C.A","Drb.90","Distance","Hdr..","K.Tck","Fls","PoM","Aer.A.90","Off","Tck.R","CA","Gls.xG","Dist.Mins","Value","Lower.Transfer.Value","Upper.Transfer.Value"
15,1159,77.2666666666667,195,87,24,7.1,1,0.08,0.23,1.35,1.91,0.16,0.7,0.91,0.27,0.23,164.8,0.75,0,16,0,5.82,0,0.79,146,0.740740740740741,0.142191544434858,4.2e+07,3.1e+07,5.3e+07
15,1325,88.3333333333333,187,69,24,7.01,0,0,0.29,1.6,0.45,0,0.27,0.94,0.47,0.61,155.7,0.72,2,15,0,11.68,0,1,149,0,0.117509433962264,76500000,5.9e+07,9.4e+07
15,1335,89,190,75,23,6.84,0,0,0,0.35,0.1,0.07,0.07,0.96,0,0.07,155.8,0.8,2,10,1,13.75,1,0.71,144,0,0.116704119850187,51500000,3.8e+07,6.5e+07
11,915,83.1818181818182,184,80,27,6.97,0,0,0,0.68,0.24,0,1.18,0.95,0.26,1.67,129,0.61,0,18,0,7.38,3,0.77,143,0,0.140983606557377,24250000,18500000,3e+07
18,1548,86,186,80,23,7.28,0,0,0,0,0,0.06,0.12,0.66,0,0,105.8,0,0,0,2,0,0,0.5,154,0,0.0683462532299742,4e+07,3e+07,5e+07
19,1710,90,191,92,28,6.94,0,0,0,0,0,0,0,0.69,0,0,119.1,0,0,0,1,0,0,0,151,0,0.0696491228070175,3.6e+07,2.7e+07,4.5e+07
16,1407,87.9375,192,83,28,7.32,0,0,0.67,0.3,0,0.06,0.19,0.95,0,0.13,168.3,0.83,2,19,1,12.86,0,0.88,148,0,0.119616204690832,31500000,2.8e+07,3.5e+07
18,1620,90,191,85,24,7.26,0,0,0,0,0,0,0.06,0.9,0,0,117.9,0,0,0,2,0,0,0.5,152,0,0.0727777777777778,89500000,6.9e+07,1.1e+08
14,1240,88.5714285714286,185,79,23,7.33,3,0.22,0.28,1.8,2.16,0.07,1.16,0.89,0.2,0.22,181.2,0.81,0,15,1,5.3,1,0.68,172,1.66666666666667,0.146129032258065,80500000,7e+07,9.1e+07
16,1440,90,186,80,29,7.13,0,0,0,0.33,0.15,0,0.12,0.94,0.5,0,167.1,0.78,2,16,0,10.69,0,0.7,136,0,0.116041666666667,4.7e+07,3.5e+07,5.9e+07
17,1416,83.2941176470588,187,79,26,6.92,0,0,0,0.14,0.2,0.06,0.76,0.95,0.09,0.38,171.3,0.84,3,22,0,8.58,3,0.89,141,0,0.120974576271186,3.7e+07,3.3e+07,4.1e+07
14,1242,88.7142857142857,180,72,28,7.36,2,0.14,0.38,2.45,0.65,0.58,1.52,0.87,0.46,0.29,165,0.79,0,24,0,3.84,1,0.74,146,0.816326530612245,0.132850241545894,29500000,2.2e+07,3.7e+07
15,1272,84.8,175,70,24,7.01,3,0.21,0.5,1.76,0.66,0,1.42,0.84,0.4,0.71,174,0.6,0,28,0,3.89,2,0.79,155,1.70454545454545,0.136792452830189,6.9e+07,5.3e+07,8.5e+07
11,912,82.9090909090909,183,77,24,7.1,0,0,0,0.24,0.16,0,0.49,0.95,0.2,0.3,113.6,0.73,3,5,1,9.97,1,0.94,138,0,0.124561403508772,63500000,4.7e+07,8e+07
16,1398,87.375,181,73,30,7.22,2,0.13,0.57,1.65,1.15,0.26,1.29,0.9,0.26,0.19,192.9,0.63,0,29,2,3.99,0,0.84,146,1.21212121212121,0.137982832618026,2.7e+07,2.3e+07,3.1e+07
13,1170,90,184,78,26,7.28,2,0.15,0.35,2.96,0.18,0.08,0.38,0.89,0.12,0.54,157.5,0.76,0,24,0,4.54,1,0.94,149,0.675675675675676,0.134615384615385,56500000,4.8e+07,6.5e+07
14,1284,91.7142857142857,188,82,27,7.35,1,0.07,0.54,2.13,0,0.14,1.33,0.88,0.08,0.07,174.5,0.88,0,8,0,5.4,1,0.72,150,0.469483568075117,0.135903426791277,3.6e+07,3.2e+07,4e+07
14,1219,87.0714285714286,187,76,28,7.07,1,0.07,1,0.14,1.07,0,1.11,0.9,0.5,0.07,156.1,0.69,0,9,1,5.68,0,0.82,134,7.14285714285714,0.12805578342904,28500000,2.5e+07,3.2e+07
11,895,81.3636363636364,180,80,25,7.18,0,0,0.67,0.56,0.75,0.2,1.11,0.9,0.14,0.1,124,0.68,0,13,1,5.93,1,0.94,162,0,0.13854748603352,7.9e+07,6.9e+07,8.9e+07
13,1170,90,191,77,30,7.25,1,0.08,0.5,0.07,0,0.15,0.46,0.95,0,0,126.9,0.86,3,10,1,13.92,2,0.69,148,14.2857142857143,0.108461538461538,3.4e+07,3e+07,3.8e+07
18,1617,89.8333333333333,188,77,27,7.21,1,0.06,0.38,0.72,0.1,0,0.06,0.96,0,0.06,185,0.87,2,20,2,13.64,0,0.71,151,1.38888888888889,0.114409400123686,26500000,2.3e+07,3e+07
16,1328,83,185,80,26,7.23,0,0,0.33,0.31,0.3,0.14,0.2,0.96,0,0.07,148.9,0.84,1,21,2,12.27,2,0.67,145,0,0.112123493975904,17250000,13500000,2.1e+07
18,1620,90,191,80,25,7.12,1,0.06,0.33,0.91,0.14,0,0.22,0.94,0,0.11,180.3,0.82,3,9,1,14.22,0,0.8,159,1.0989010989011,0.111296296296296,8.7e+07,6.7e+07,1.07e+08
14,1202,85.8571428571429,187,85,31,6.57,0,0,0,0,0,0,0,0.72,0,0,88.5,0,0,1,0,0,0,0,137,0,0.0736272878535774,9150000,6800000,11500000
19,1710,90,191,89,27,7.25,0,0,0,0,0,0,0.11,0.8,0,0,109.7,0,0,0,3,0,0,0,156,0,0.0641520467836257,1.06e+08,8.2e+07,1.3e+08
18,1565,86.9444444444444,178,72,26,7.46,4,0.23,0.44,1.45,1.59,0.35,2.01,0.87,0.25,0.17,219.5,0.65,1,18,4,3.62,4,0.86,152,2.75862068965517,0.140255591054313,7.9e+07,6.9e+07,8.9e+07
14,1231,87.9285714285714,182,78,26,7.14,1,0.07,0.2,1.33,0.09,0.07,0.73,0.88,0.2,0.66,151,0.81,0,14,1,3.8,0,0.83,163,0.75187969924812,0.122664500406174,5e+07,4.4e+07,5.6e+07
12,1012,84.3333333333333,192,86,27,7.15,1,0.09,0.25,2.58,1.32,0,0.71,0.91,0.28,0.18,137,0.81,1,11,0,5.16,1,0.77,150,0.387596899224806,0.135375494071146,5.5e+07,4.7e+07,6.3e+07
17,1445,85,192,85,24,7.2,1,0.06,0.25,0.53,0.08,0,0.19,0.96,0.5,0.12,166.2,0.83,2,23,1,10.9,0,0.94,149,1.88679245283019,0.115017301038062,52500000,4.7e+07,5.8e+07
16,1354,84.625,183,89,25,7.23,3,0.2,0.38,2.87,0,0.13,1,0.91,0.2,0,187.8,0.64,2,30,0,5.65,3,0.79,163,1.04529616724739,0.138700147710487,111500000,8.6e+07,1.37e+08
12,967,80.5833333333333,188,83,31,7.26,2,0.19,0.47,1.58,1.1,0.19,0.47,0.95,0.5,0.09,130.9,0.86,0,12,0,5.49,1,1,149,1.26582278481013,0.135367114788004,45500000,3.5e+07,5.6e+07
18,1592,88.4444444444444,192,83,32,6.86,0,0,0,0,0,0,0,0.69,0,0,111.6,0,0,0,2,0,0,0,140,0,0.0701005025125628,3850000,7e+05,7e+06
16,1467,91.6875,191,91,23,7.33,0,0,0.5,1.34,0.08,0.06,0.25,0.96,0,0.06,163.1,0.85,3,13,1,13.37,1,0.79,159,0,0.111179277436946,88500000,6.9e+07,1.08e+08
13,1164,89.5384615384615,195,90,25,7.16,1,0.08,0.29,0.67,0.08,0,0.15,0.93,0,0.15,138.9,0.87,2,17,2,13.53,1,0.92,159,1.49253731343284,0.119329896907217,6.1e+07,5.2e+07,7e+07
18,1316,73.1111111111111,187,79,26,7.4,2,0.14,0.44,1.09,1.53,0.34,1.5,0.89,0.16,0.34,177.2,0.87,0,18,2,5.27,1,0.64,154,1.8348623853211,0.134650455927052,1.03e+08,7.7e+07,1.29e+08
17,1528,89.8823529411765,185,77,27,7.22,0,0,0,0.57,0.23,0.06,0.18,0.95,0,0.06,173.3,0.76,4,20,1,13.02,1,0.7,159,0,0.113416230366492,62500000,4.8e+07,7.7e+07
16,1439,89.9375,187,80,23,7.03,0,0,0.25,0.68,0.41,0.19,0.25,0.93,0,0,160.8,0.86,1,21,0,14.32,0,0.82,156,0,0.111744266851981,5.6e+07,5e+07,6.2e+07
19,1705,89.7368421052632,179,72,23,6.79,0,0,0,1.17,0.08,0.05,1.27,0.91,0.18,2.22,237.7,0.82,3,27,0,6.81,3,0.93,150,0,0.13941348973607,9.2e+07,8.2e+07,1.02e+08
18,1620,90,190,89,25,7.28,0,0,0,0,0,0,0.11,0.77,0,0,114.2,0,0,0,2,0,0,0,160,0,0.0704938271604938,1.25e+08,1.09e+08,1.41e+08
18,1620,90,185,78,25,7.02,0,0,0.2,1.34,0.2,0.06,0.28,0.95,0,0.06,185.4,0.73,3,14,0,13.72,0,0.67,154,0,0.114444444444444,94500000,7.3e+07,1.16e+08
16,1301,81.3125,186,75,24,7.26,0,0,0.38,1.53,0.19,0.14,1.8,0.89,0.28,0.07,187.5,0.83,0,14,1,4.5,0,0.72,158,0,0.144119907763259,42500000,3.3e+07,5.2e+07
13,1217,93.6153846153846,190,82,26,7.12,0,0,0.14,0.61,0.33,0,0.07,0.96,0.42,0.22,142.4,0.84,2,15,1,14.42,0,0.71,154,0,0.117009038619556,3.6e+07,2.8e+07,4.4e+07
12,1103,91.9166666666667,186,81,27,6.97,0,0,0.43,0.56,0,0,0.08,0.96,0,0,128.9,0.71,2,12,0,13.95,0,0.82,147,0,0.116863100634633,20250000,15500000,2.5e+07
13,1166,89.6923076923077,183,74,25,7.08,0,0,0.17,2.88,0.08,0.15,0.62,0.89,0.4,0.15,162.5,0.79,0,23,0,5.63,0,0.55,156,0,0.139365351629503,6.1e+07,5.2e+07,7e+07
14,1190,85,187,83,30,7.09,0,0,0.4,0.75,1.57,0.15,1.06,0.87,0.16,0.23,170.2,0.81,1,13,0,5.67,0,0.83,152,0,0.143025210084034,71500000,5.5e+07,8.8e+07
16,1429,89.3125,188,82,27,7.24,1,0.06,0.27,1.05,0,0.13,0.06,0.95,0.25,0,163,0.89,5,15,1,13.6,0,0.77,166,0.952380952380952,0.11406578026592,88500000,7.9e+07,9.8e+07
11,990,90,188,90,28,7.04,0,0,0.5,0.2,0.1,0,0.18,0.94,0,0.09,119.3,0.79,0,6,1,11.82,0,0.91,147,0,0.12050505050505,5.2e+07,4.6e+07,5.8e+07
14,1260,90,193,85,30,6.52,0,0,0,0,0,0,0.14,0.83,0,0,91.6,0,0,0,0,0,0,0,151,0,0.0726984126984127,2.4e+07,2e+07,2.8e+07
14,1249,89.2142857142857,190,96,27,7.18,1,0.07,0.25,0.68,0.16,0.07,0.22,0.94,0.16,0.29,149.2,0.82,1,19,1,13.33,1,0.77,157,1.47058823529412,0.119455564451561,7.1e+07,6.2e+07,8e+07
15,1321,88.0666666666667,190,76,21,7.33,0,0,0.1,0.61,0,0.07,0.14,0.95,0,0.2,154.1,0.83,3,10,0,13.63,0,0.88,167,0,0.11665404996215,83500000,6.3e+07,1.04e+08
15,1275,85,185,79,24,6.98,0,0,0.25,0.66,0,0.07,0.07,0.96,0,0.07,147.5,0.73,5,12,0,14.33,0,0.7,155,0,0.115686274509804,45500000,3.4e+07,5.7e+07
16,1451,90.6875,177,70,25,7.14,0,0,0,0.16,0.36,0.06,2.17,0.88,0.37,1.05,216.1,0.78,3,23,0,8.56,3,0.72,153,0,0.148931771192281,44500000,3.3e+07,5.6e+07
17,1283,75.4705882352941,171,59,23,7.06,4,0.28,0.34,2.07,0.21,0.21,2.1,0.86,0.26,1.4,201.8,0.41,0,7,0,4.49,1,0.64,153,1.93236714975845,0.157287607170694,30500000,2.6e+07,3.5e+07
11,1269,115.363636363636,173,66,27,7.35,5,0.35,0.48,1.8,3.08,0.07,2.7,0.89,0.25,0.35,183.5,0.7,1,14,1,3.05,0,0.85,149,2.77777777777778,0.144602048857368,4.7e+07,3.6e+07,5.8e+07
17,1456,85.6470588235294,187,77,28,7.16,0,0,0,0,0,0,0.12,0.66,0,0,115.1,0,0,0,0,0,0,0.33,146,0,0.0790521978021978,5.5e+07,4.9e+07,6.1e+07
13,1170,90,189,78,30,7.42,0,0,0,0.22,0,0,0.23,0.95,1,0,132.4,0.89,1,10,0,13.69,1,0.85,160,0,0.113162393162393,107500000,8.6e+07,1.29e+08
15,1310,87.3333333333333,184,77,24,7.39,1,0.07,0.33,0.97,1.12,0.21,1.17,0.92,0.11,0.07,173.1,0.84,1,13,2,5.29,0,0.8,156,1.03092783505155,0.132137404580153,8e+07,5.9e+07,1.01e+08
14,1260,90,194,89,30,7.06,0,0,0,0,0,0,0,0.88,0,0,86.2,0,0,0,0,0,0,0,165,0,0.0684126984126984,1.91e+08,1.74e+08,2.08e+08
16,1433,89.5625,188,85,25,7.33,0,0,0,0,0,0,0.13,0.86,0,0,104.4,0,0,0,2,0,0,0,152,0,0.072854152128402,45500000,3.4e+07,5.7e+07
11,946,86,169,64,29,6.95,2,0.19,0.2,0.22,0,0.19,0.38,0.88,0.42,0.19,64.3,0.63,0,17,0,1.52,0,0.96,142,9.09090909090909,0.0679704016913319,6750006.5,13500000,0
21,1947,92.7142857142857,186,90,23,7.36,1,0.05,0.14,1.18,0.14,0.05,0.23,0.96,0,0.18,221.6,0.81,3,24,1,14.61,0,0.87,156,0.847457627118644,0.113816127375449,72500000,5.6e+07,8.9e+07
17,1530,90,180,77,32,7.42,0,0,0.33,0.69,1.25,0.12,0.94,0.95,0.18,0.41,190,0.84,0,16,1,10.18,2,0.92,155,0,0.124183006535948,24250000,18500000,3e+07
14,1253,89.5,190,85,29,7.36,0,0,0.13,1.76,0,0.07,0.07,0.95,0,0.29,146.5,0.82,3,21,1,13.14,2,0.85,166,0,0.116919393455706,1.13e+08,8.7e+07,1.39e+08
19,1710,90,190,74,23,7.36,0,0,0.23,2.05,0.29,0.11,0.16,0.95,0.75,0.21,198.3,0.89,3,22,1,14.32,1,0.65,172,0,0.115964912280702,7.5e+07,5.8e+07,9.2e+07
15,1243,82.8666666666667,189,76,34,7.22,1,0.07,0.25,0.21,0.56,0.14,1.01,0.93,0.66,0,167,0.74,0,19,0,4.92,0,0.83,154,4.76190476190476,0.134352373290426,10250000,8e+06,12500000
18,1602,89,187,85,30,7.63,0,0,0,0,0,0,0.17,0.82,0,0,113.9,0,1,0,6,0,0,0.5,175,0,0.0710986267166042,2.21e+08,2.01e+08,2.41e+08
12,1019,84.9166666666667,191,75,26,7.05,0,0,0.5,0.34,0.38,0.18,1.06,0.92,0.5,0,141.8,0.88,1,20,0,6.54,3,0.6,167,0,0.139156035328754,129500000,1.03e+08,1.56e+08
14,1260,90,195,94,29,6.64,0,0,0,0,0,0,0.07,0.62,0,0,82.8,0,0,0,1,0,0,0,146,0,0.0657142857142857,11200000,8400000,1.4e+07
18,1620,90,183,77,27,7.45,1,0.06,0.4,0.22,0.15,0,0.17,0.94,0,0.22,193.5,0.79,2,17,2,13.06,1,1,163,4.54545454545455,0.119444444444444,110500000,9.6e+07,1.25e+08
17,1434,84.3529411764706,181,69,25,7.19,1,0.06,0.3,0.87,0.92,0.19,1.69,0.91,0.18,0.25,201.4,0.78,1,7,1,4.02,0,0.64,176,1.14942528735632,0.14044630404463,1.46e+08,1.31e+08,1.61e+08
24,2058,85.75,195,99,27,7.35,0,0,0.08,1.6,0,0.17,0.31,0.95,0.22,0.09,241.6,0.81,3,14,2,13.03,2,0.91,161,0,0.117395529640428,8.4e+07,6.5e+07,1.03e+08
13,1182,90.9230769230769,191,85,28,7.3,1,0.08,0.5,0.64,0.84,0,0.08,0.97,0.5,0.08,127.4,0.81,5,8,1,13.4,0,0.82,169,1.5625,0.107783417935702,1.6e+08,1.27e+08,1.93e+08
17,1530,90,186,82,25,7.34,0,0,0.17,1.2,0.2,0,0.18,0.94,0.4,0.06,171,0.85,4,13,1,14.41,0,0.8,177,0,0.111764705882353,136500000,1.21e+08,1.52e+08
14,1209,86.3571428571429,188,78,29,7.23,0,0,0.67,1.2,0.4,0.07,0.82,0.93,0.83,0.15,173.2,0.8,0,19,0,6.25,2,0.75,165,0,0.143258891645988,1.45e+08,1.12e+08,1.78e+08
18,1557,86.5,185,84,30,7.18,2,0.12,0.38,1.35,0,0.17,0.92,0.92,0.1,0.17,210.8,0.71,0,37,1,5.03,2,0.74,164,1.48148148148148,0.13538856775851,115500000,8.9e+07,1.42e+08
19,1710,90,191,91,30,7.26,0,0,0,0,0,0,0,0.81,0,0,113.7,0,0,0,2,0,0,0,178,0,0.0664912280701754,304500000,2.77e+08,3.32e+08
16,1390,86.875,189,89,23,7.36,2,0.13,0.38,0.61,0.09,0,0.06,0.98,0,0,162.1,0.87,7,9,0,13.73,0,0.81,173,3.27868852459016,0.116618705035971,105500000,9.2e+07,1.19e+08
13,1119,86.0769230769231,184,76,27,6.81,1,0.08,0.33,2.31,1.08,0.16,1.21,0.86,0.33,0.97,158.9,0.72,1,11,0,6.27,4,0.48,152,0.432900432900433,0.142001787310098,80500000,6.2e+07,9.9e+07
17,1457,85.7058823529412,186,79,24,7.2,0,0,0.11,1.7,0.29,0.12,0.37,0.97,0,0,165.1,0.82,2,8,1,13.84,1,0.68,168,0,0.113315030885381,121500000,9.4e+07,1.49e+08
13,1129,86.8461538461538,183,75,28,7.33,1,0.08,0.17,0.29,0,0,0.32,0.94,0,0,143.1,0.77,1,15,0,11.8,1,1,163,3.44827586206897,0.126749335695306,113500000,9.9e+07,1.28e+08
19,1710,90,199,96,30,7.42,0,0,0,0,0,0,0.05,0.91,0,0,124.8,0,0,0,3,0,0,0.33,180,0,0.0729824561403509,198500000,1.72e+08,2.25e+08
17,1463,86.0588235294118,191,81,29,7.36,0,0,0.33,1.04,0,0.06,0.25,0.95,0,0.06,157.7,0.88,6,6,1,14.58,2,0.81,164,0,0.107792207792208,1.14e+08,1.01e+08,1.27e+08
